0.076356865	-0.091263875	0.036594883	0.027719043	-0.01754132	0.15718311	0.21885201	0.13979012	0.48648113	-0.1399529	0.20101032	0.33196184	-0.04145017	-0.0483143	-0.46610898	-0.0030516281
-0.06017345	-0.30355787	-0.20508055	0.025073694	-0.5722713	0.48769665	0.23803088	0.6563094	0.27977273	-0.46838602	0.6078927	0.17794769	0.06415856	0.5310188	-0.38756764	-0.4154471
0.121588655	0.20779772	0.15021303	0.012977288	0.120328166	-0.016995696	0.3780201	0.03290291	0.28906482	0.026757326	0.022615809	0.15686731	0.21946232	-0.24286376	-0.36308917	-0.04999079
0.011200863	0.013122478	0.047072917	0.007971119	0.09535354	0.016171645	0.17988543	-0.06756058	0.44474566	-0.09207282	0.01881762	0.23557368	-0.026449468	-0.0905869	-0.33994734	0.19744685
-0.02554588	0.021871312	0.12890273	0.057259697	0.18311398	-0.029966086	0.0117890835	-0.20504545	0.52131206	-0.010284197	-0.09877409	0.2008417	-0.032452162	-0.12527752	-0.3408133	0.23210625
0.3222073	0.3829018	0.14551318	-0.099896766	0.4899121	-0.42804077	0.7547069	-0.29244012	-0.054612108	0.4540011	-0.51278675	0.031849768	0.383198	-0.48573822	-0.513724	-0.13076162
-0.016591402	-0.11533903	-0.081837334	-0.039791144	-0.23648433	0.2742468	0.24005231	0.20719409	0.16728812	-0.1846051	0.30349934	0.15278943	0.031323873	0.13467237	-0.32173228	-0.10423883
0.12642749	-0.065934144	-0.14521115	-0.038895633	0.0045360876	0.05375125	0.2256163	0.13375956	0.331577	-0.14202246	0.18253914	0.14664076	0.012148121	0.010825842	-0.33444327	-0.14952114
0.3646793	0.40103784	0.029226316	-0.13538206	0.56100315	-0.6089369	0.5116173	-0.5191843	0.015720708	0.6030111	-0.51835	0.4101456	0.26411676	-0.55142224	-0.7030807	0.33307204
0.19017799	-0.022733325	-0.1479366	-0.14770533	0.019684767	0.028960498	0.34243292	0.21156399	0.24559094	-0.09273919	0.14721468	0.13518265	0.12596366	-0.059029143	-0.33268	-0.20305583
0.4638473	-0.44746572	-0.4885421	-0.45087245	-0.08479565	0.03401691	0.4679712	0.46292338	0.41714403	-0.26123366	0.113032445	-0.25664517	-0.38231105	0.304517	-0.382529	-0.46034798
